algorithm,instance,family,type,seed,run_idx,distance,vehicles,time_ms,feasible,ref_dinamics,gap_pct
i1,R105,R,1,1,0,1593.4,15,0,1,1355.3,17.568
rgrasp,R105,R,1,1,0,1372.3,16,60001,1,1355.3,1.254
rgrasp,R105,R,1,2,1,1376.8,16,60000,1,1355.3,1.586
rgrasp,R105,R,1,3,2,1382.6,16,60000,1,1355.3,2.014
rgrasp,R105,R,1,4,3,1372.9,16,60001,1,1355.3,1.299
rgrasp,R105,R,1,5,4,1365.3,15,60000,1,1355.3,0.738
rgrasp,R105,R,1,6,5,1369.8,16,60000,1,1355.3,1.070
rgrasp,R105,R,1,7,6,1373.7,16,60000,1,1355.3,1.358
rgrasp,R105,R,1,8,7,1370.1,15,60000,1,1355.3,1.092
rgrasp,R105,R,1,9,8,1375.0,16,60000,1,1355.3,1.454
rgrasp,R105,R,1,10,9,1373.0,15,60001,1,1355.3,1.306
rgrasp,R105,R,1,11,10,1381.5,16,60001,1,1355.3,1.933
rgrasp,R105,R,1,12,11,1360.6,15,60000,1,1355.3,0.391
rgrasp,R105,R,1,13,12,1370.9,16,60000,1,1355.3,1.151
rgrasp,R105,R,1,14,13,1370.6,15,60000,1,1355.3,1.129
rgrasp,R105,R,1,15,14,1381.0,15,60000,1,1355.3,1.896
rgrasp,R105,R,1,16,15,1371.3,15,60000,1,1355.3,1.181
rgrasp,R105,R,1,17,16,1377.4,16,60000,1,1355.3,1.631
rgrasp,R105,R,1,18,17,1368.0,16,60000,1,1355.3,0.937
rgrasp,R105,R,1,19,18,1362.3,16,60000,1,1355.3,0.516
rgrasp,R105,R,1,20,19,1363.4,16,60000,1,1355.3,0.598
rgrasp,R105,R,1,21,20,1363.0,15,60000,1,1355.3,0.568
rgrasp,R105,R,1,22,21,1378.9,16,60000,1,1355.3,1.741
rgrasp,R105,R,1,23,22,1370.8,16,60000,1,1355.3,1.144
rgrasp,R105,R,1,24,23,1371.4,16,60000,1,1355.3,1.188
rgrasp,R105,R,1,25,24,1381.0,15,60000,1,1355.3,1.896
rgrasp,R105,R,1,26,25,1373.1,16,60001,1,1355.3,1.313
rgrasp,R105,R,1,27,26,1374.0,16,60000,1,1355.3,1.380
rgrasp,R105,R,1,28,27,1381.8,16,60002,1,1355.3,1.955
rgrasp,R105,R,1,29,28,1378.3,16,60000,1,1355.3,1.697
rgrasp,R105,R,1,30,29,1372.7,16,60001,1,1355.3,1.284
tabu,R105,R,1,1,0,1358.4,15,60001,1,1355.3,0.229
vnd,R105,R,1,1,0,1437.1,15,27,1,1355.3,6.036
grasp,R107,R,1,1,0,1084.5,12,60001,1,1064.6,1.869
grasp,R107,R,1,2,1,1092.4,11,60000,1,1064.6,2.611
grasp,R107,R,1,3,2,1095.0,11,60000,1,1064.6,2.856
grasp,R107,R,1,4,3,1098.1,12,60000,1,1064.6,3.147
grasp,R107,R,1,5,4,1092.4,12,60000,1,1064.6,2.611
grasp,R107,R,1,6,5,1087.2,12,60000,1,1064.6,2.123
grasp,R107,R,1,7,6,1101.7,12,60001,1,1064.6,3.485
grasp,R107,R,1,8,7,1078.0,12,60001,1,1064.6,1.259
grasp,R107,R,1,9,8,1098.6,12,60000,1,1064.6,3.194
grasp,R107,R,1,10,9,1088.6,12,60000,1,1064.6,2.254
grasp,R107,R,1,11,10,1098.1,12,60000,1,1064.6,3.147
grasp,R107,R,1,12,11,1092.6,11,60001,1,1064.6,2.630
grasp,R107,R,1,13,12,1093.9,12,60000,1,1064.6,2.752
grasp,R107,R,1,14,13,1091.9,11,60000,1,1064.6,2.564
grasp,R107,R,1,15,14,1093.8,12,60000,1,1064.6,2.743
grasp,R107,R,1,16,15,1103.3,11,60000,1,1064.6,3.635
grasp,R107,R,1,17,16,1085.6,12,60000,1,1064.6,1.973
grasp,R107,R,1,18,17,1094.4,11,60002,1,1064.6,2.799
grasp,R107,R,1,19,18,1105.0,12,60000,1,1064.6,3.795
grasp,R107,R,1,20,19,1092.1,11,60000,1,1064.6,2.583
grasp,R107,R,1,21,20,1092.5,12,60000,1,1064.6,2.621
grasp,R107,R,1,22,21,1101.4,12,60000,1,1064.6,3.457
grasp,R107,R,1,23,22,1077.6,11,60000,1,1064.6,1.221
grasp,R107,R,1,24,23,1085.0,12,60000,1,1064.6,1.916
grasp,R107,R,1,25,24,1088.1,11,60001,1,1064.6,2.207
grasp,R107,R,1,26,25,1100.9,12,60000,1,1064.6,3.410
grasp,R107,R,1,27,26,1098.1,12,60000,1,1064.6,3.147
grasp,R107,R,1,28,27,1100.5,12,60000,1,1064.6,3.372
grasp,R107,R,1,29,28,1089.7,12,60001,1,1064.6,2.358
grasp,R107,R,1,30,29,1096.1,11,60000,1,1064.6,2.959
i1,R107,R,1,1,0,1354.1,12,0,1,1064.6,27.193
rgrasp,R107,R,1,1,0,1097.6,12,60000,1,1064.6,3.100
rgrasp,R107,R,1,2,1,1105.1,12,60000,1,1064.6,3.804
rgrasp,R107,R,1,3,2,1094.8,12,60000,1,1064.6,2.837
rgrasp,R107,R,1,4,3,1091.2,11,60000,1,1064.6,2.499
rgrasp,R107,R,1,5,4,1098.2,12,60000,1,1064.6,3.156
rgrasp,R107,R,1,6,5,1101.2,12,60002,1,1064.6,3.438
rgrasp,R107,R,1,7,6,1100.1,12,60000,1,1064.6,3.335
rgrasp,R107,R,1,8,7,1105.9,12,60000,1,1064.6,3.879
rgrasp,R107,R,1,9,8,1098.5,12,60000,1,1064.6,3.184
rgrasp,R107,R,1,10,9,1081.7,12,60000,1,1064.6,1.606
rgrasp,R107,R,1,11,10,1084.3,12,60000,1,1064.6,1.850
rgrasp,R107,R,1,12,11,1086.3,12,60000,1,1064.6,2.038
rgrasp,R107,R,1,13,12,1093.8,12,60000,1,1064.6,2.743
rgrasp,R107,R,1,14,13,1097.9,12,60000,1,1064.6,3.128
rgrasp,R107,R,1,15,14,1081.9,12,60000,1,1064.6,1.625
rgrasp,R107,R,1,16,15,1099.2,12,60000,1,1064.6,3.250
rgrasp,R107,R,1,17,16,1097.8,12,60000,1,1064.6,3.119
rgrasp,R107,R,1,18,17,1092.5,11,60000,1,1064.6,2.621
rgrasp,R107,R,1,19,18,1096.7,12,60000,1,1064.6,3.015
rgrasp,R107,R,1,20,19,1092.7,12,60001,1,1064.6,2.639
rgrasp,R107,R,1,21,20,1090.5,12,60000,1,1064.6,2.433
rgrasp,R107,R,1,22,21,1093.3,12,60000,1,1064.6,2.696
rgrasp,R107,R,1,23,22,1101.5,12,60000,1,1064.6,3.466
rgrasp,R107,R,1,24,23,1085.1,12,60000,1,1064.6,1.926
rgrasp,R107,R,1,25,24,1097.4,12,60000,1,1064.6,3.081
rgrasp,R107,R,1,26,25,1091.5,11,60000,1,1064.6,2.527
rgrasp,R107,R,1,27,26,1098.9,12,60000,1,1064.6,3.222
rgrasp,R107,R,1,28,27,1096.7,12,60000,1,1064.6,3.015
rgrasp,R107,R,1,29,28,1095.9,12,60000,1,1064.6,2.940
rgrasp,R107,R,1,30,29,1095.0,12,60000,1,1064.6,2.856
tabu,R107,R,1,1,0,1078.6,12,60002,1,1064.6,1.315
vnd,R107,R,1,1,0,1172.5,12,35,1,1064.6,10.135
grasp,R108,R,1,1,0,961.5,10,60000,1,932.1,3.154
grasp,R108,R,1,2,1,966.1,11,60000,1,932.1,3.648
grasp,R108,R,1,3,2,974.4,11,60000,1,932.1,4.538
grasp,R108,R,1,4,3,959.7,11,60000,1,932.1,2.961
grasp,R108,R,1,5,4,976.9,11,60000,1,932.1,4.806
grasp,R108,R,1,6,5,958.8,11,60001,1,932.1,2.864
grasp,R108,R,1,7,6,969.4,11,60000,1,932.1,4.002
grasp,R108,R,1,8,7,970.1,11,60001,1,932.1,4.077
grasp,R108,R,1,9,8,967.3,11,60000,1,932.1,3.776
grasp,R108,R,1,10,9,953.4,10,60000,1,932.1,2.285
grasp,R108,R,1,11,10,964.0,11,60000,1,932.1,3.422
grasp,R108,R,1,12,11,969.6,11,60000,1,932.1,4.023
grasp,R108,R,1,13,12,962.3,11,60000,1,932.1,3.240
grasp,R108,R,1,14,13,966.2,11,60000,1,932.1,3.658
grasp,R108,R,1,15,14,970.2,11,60000,1,932.1,4.088
grasp,R108,R,1,16,15,964.4,11,60000,1,932.1,3.465
grasp,R108,R,1,17,16,956.2,10,60000,1,932.1,2.586
grasp,R108,R,1,18,17,954.4,10,60000,1,932.1,2.392
grasp,R108,R,1,19,18,964.3,11,60000,1,932.1,3.455
grasp,R108,R,1,20,19,955.5,10,60001,1,932.1,2.510
grasp,R108,R,1,21,20,965.0,10,60000,1,932.1,3.530
grasp,R108,R,1,22,21,959.9,11,60000,1,932.1,2.983
grasp,R108,R,1,23,22,963.0,11,60000,1,932.1,3.315
grasp,R108,R,1,24,23,973.7,11,60000,1,932.1,4.463
grasp,R108,R,1,25,24,966.7,10,60000,1,932.1,3.712
grasp,R108,R,1,26,25,964.8,10,60000,1,932.1,3.508
grasp,R108,R,1,27,26,966.1,10,60000,1,932.1,3.648
grasp,R108,R,1,28,27,956.2,11,60000,1,932.1,2.586
grasp,R108,R,1,29,28,969.3,11,60000,1,932.1,3.991
grasp,R108,R,1,30,29,970.1,11,60000,1,932.1,4.077
i1,R108,R,1,1,0,1226.0,11,0,1,932.1,31.531
rgrasp,R108,R,1,1,0,963.4,11,60000,1,932.1,3.358
rgrasp,R108,R,1,2,1,965.7,11,60001,1,932.1,3.605
rgrasp,R108,R,1,3,2,957.9,10,60000,1,932.1,2.768
rgrasp,R108,R,1,4,3,963.9,11,60000,1,932.1,3.412
rgrasp,R108,R,1,5,4,968.6,11,60000,1,932.1,3.916
rgrasp,R108,R,1,6,5,969.1,11,60000,1,932.1,3.970
rgrasp,R108,R,1,7,6,959.9,11,60000,1,932.1,2.983
rgrasp,R108,R,1,8,7,968.2,11,60000,1,932.1,3.873
rgrasp,R108,R,1,9,8,972.9,11,60000,1,932.1,4.377
rgrasp,R108,R,1,10,9,965.2,10,60000,1,932.1,3.551
rgrasp,R108,R,1,11,10,965.5,11,60000,1,932.1,3.583
rgrasp,R108,R,1,12,11,967.1,11,60000,1,932.1,3.755
rgrasp,R108,R,1,13,12,974.5,11,60000,1,932.1,4.549
rgrasp,R108,R,1,14,13,965.2,10,60000,1,932.1,3.551
rgrasp,R108,R,1,15,14,963.0,11,60000,1,932.1,3.315
rgrasp,R108,R,1,16,15,953.1,11,60000,1,932.1,2.253
rgrasp,R108,R,1,17,16,967.7,11,60001,1,932.1,3.819
rgrasp,R108,R,1,18,17,974.5,11,60000,1,932.1,4.549
rgrasp,R108,R,1,19,18,967.7,11,60000,1,932.1,3.819
rgrasp,R108,R,1,20,19,968.9,10,60001,1,932.1,3.948
rgrasp,R108,R,1,21,20,964.4,11,60000,1,932.1,3.465
rgrasp,R108,R,1,22,21,975.4,10,60000,1,932.1,4.645
rgrasp,R108,R,1,23,22,965.9,11,60001,1,932.1,3.626
rgrasp,R108,R,1,24,23,961.3,11,60000,1,932.1,3.133
rgrasp,R108,R,1,25,24,970.7,11,60000,1,932.1,4.141
rgrasp,R108,R,1,26,25,975.0,10,60000,1,932.1,4.603
rgrasp,R108,R,1,27,26,971.9,10,60000,1,932.1,4.270
rgrasp,R108,R,1,28,27,965.5,11,60000,1,932.1,3.583
rgrasp,R108,R,1,29,28,966.1,11,60001,1,932.1,3.648
rgrasp,R108,R,1,30,29,965.6,11,60000,1,932.1,3.594
tabu,R108,R,1,1,0,964.4,10,60004,1,932.1,3.465
vnd,R108,R,1,1,0,1121.2,11,33,1,932.1,20.288
grasp,R111,R,1,1,0,1075.8,12,60001,1,1048.7,2.584
grasp,R111,R,1,2,1,1075.1,12,60000,1,1048.7,2.517
grasp,R111,R,1,3,2,1077.5,12,60000,1,1048.7,2.746
grasp,R111,R,1,4,3,1066.1,12,60000,1,1048.7,1.659
grasp,R111,R,1,5,4,1071.7,12,60000,1,1048.7,2.193
grasp,R111,R,1,6,5,1080.6,12,60000,1,1048.7,3.042
grasp,R111,R,1,7,6,1073.2,11,60000,1,1048.7,2.336
grasp,R111,R,1,8,7,1080.6,12,60000,1,1048.7,3.042
grasp,R111,R,1,9,8,1079.5,12,60000,1,1048.7,2.937
grasp,R111,R,1,10,9,1072.9,12,60000,1,1048.7,2.308
grasp,R111,R,1,11,10,1068.9,12,60000,1,1048.7,1.926
grasp,R111,R,1,12,11,1070.0,12,60001,1,1048.7,2.031
grasp,R111,R,1,13,12,1072.0,12,60000,1,1048.7,2.222
grasp,R111,R,1,14,13,1070.6,12,60000,1,1048.7,2.088
grasp,R111,R,1,15,14,1061.1,12,60000,1,1048.7,1.182
grasp,R111,R,1,16,15,1069.5,12,60000,1,1048.7,1.983
grasp,R111,R,1,17,16,1078.8,12,60002,1,1048.7,2.870
grasp,R111,R,1,18,17,1075.5,12,60002,1,1048.7,2.556
grasp,R111,R,1,19,18,1065.1,12,60001,1,1048.7,1.564
grasp,R111,R,1,20,19,1067.8,12,60000,1,1048.7,1.821
grasp,R111,R,1,21,20,1065.0,12,60000,1,1048.7,1.554
grasp,R111,R,1,22,21,1071.3,12,60000,1,1048.7,2.155
grasp,R111,R,1,23,22,1070.3,12,60001,1,1048.7,2.060
grasp,R111,R,1,24,23,1065.7,12,60000,1,1048.7,1.621
grasp,R111,R,1,25,24,1071.4,12,60000,1,1048.7,2.165
grasp,R111,R,1,26,25,1073.1,12,60000,1,1048.7,2.327
grasp,R111,R,1,27,26,1055.1,11,60000,1,1048.7,0.610
grasp,R111,R,1,28,27,1065.2,12,60000,1,1048.7,1.573
grasp,R111,R,1,29,28,1066.1,12,60001,1,1048.7,1.659
grasp,R111,R,1,30,29,1070.8,12,60001,1,1048.7,2.107
i1,R111,R,1,1,0,1276.6,12,0,1,1048.7,21.732
rgrasp,R111,R,1,1,0,1075.0,12,60000,1,1048.7,2.508
rgrasp,R111,R,1,2,1,1076.7,12,60000,1,1048.7,2.670
rgrasp,R111,R,1,3,2,1073.0,12,60001,1,1048.7,2.317
rgrasp,R111,R,1,4,3,1071.1,12,60000,1,1048.7,2.136
rgrasp,R111,R,1,5,4,1082.7,12,60000,1,1048.7,3.242
rgrasp,R111,R,1,6,5,1068.5,12,60000,1,1048.7,1.888
rgrasp,R111,R,1,7,6,1078.5,12,60000,1,1048.7,2.842
rgrasp,R111,R,1,8,7,1059.5,12,60000,1,1048.7,1.030
rgrasp,R111,R,1,9,8,1082.5,13,60000,1,1048.7,3.223
rgrasp,R111,R,1,10,9,1078.6,12,60000,1,1048.7,2.851
rgrasp,R111,R,1,11,10,1066.4,12,60000,1,1048.7,1.688
rgrasp,R111,R,1,12,11,1077.8,12,60000,1,1048.7,2.775
rgrasp,R111,R,1,13,12,1071.1,12,60000,1,1048.7,2.136
rgrasp,R111,R,1,14,13,1072.9,12,60000,1,1048.7,2.308
rgrasp,R111,R,1,15,14,1077.1,12,60000,1,1048.7,2.708
rgrasp,R111,R,1,16,15,1070.2,12,60001,1,1048.7,2.050
rgrasp,R111,R,1,17,16,1080.9,12,60001,1,1048.7,3.070
rgrasp,R111,R,1,18,17,1071.3,12,60002,1,1048.7,2.155
rgrasp,R111,R,1,19,18,1075.8,12,60000,1,1048.7,2.584
rgrasp,R111,R,1,20,19,1075.1,12,60001,1,1048.7,2.517
rgrasp,R111,R,1,21,20,1065.1,12,60000,1,1048.7,1.564
rgrasp,R111,R,1,22,21,1062.5,12,60000,1,1048.7,1.316
rgrasp,R111,R,1,23,22,1067.0,12,60000,1,1048.7,1.745
rgrasp,R111,R,1,24,23,1075.7,12,60000,1,1048.7,2.575
rgrasp,R111,R,1,25,24,1065.7,12,60000,1,1048.7,1.621
rgrasp,R111,R,1,26,25,1067.0,12,60000,1,1048.7,1.745
rgrasp,R111,R,1,27,26,1075.7,12,60000,1,1048.7,2.575
rgrasp,R111,R,1,28,27,1073.1,12,60001,1,1048.7,2.327
rgrasp,R111,R,1,29,28,1076.5,12,60000,1,1048.7,2.651
rgrasp,R111,R,1,30,29,1081.5,12,60000,1,1048.7,3.128
tabu,R111,R,1,1,0,1054.7,12,60002,1,1048.7,0.572
vnd,R111,R,1,1,0,1134.3,12,30,1,1048.7,8.162
grasp,R202,R,2,1,0,1067.1,5,60000,1,1029.6,3.642
grasp,R202,R,2,2,1,1074.7,5,60001,1,1029.6,4.380
grasp,R202,R,2,3,2,1073.8,5,60000,1,1029.6,4.293
grasp,R202,R,2,4,3,1049.2,5,60000,1,1029.6,1.904
grasp,R202,R,2,5,4,1061.0,5,60000,1,1029.6,3.050
grasp,R202,R,2,6,5,1077.2,5,60000,1,1029.6,4.623
grasp,R202,R,2,7,6,1068.3,5,60000,1,1029.6,3.759
grasp,R202,R,2,8,7,1072.4,5,60001,1,1029.6,4.157
grasp,R202,R,2,9,8,1077.1,5,60000,1,1029.6,4.613
grasp,R202,R,2,10,9,1079.2,5,60000,1,1029.6,4.817
grasp,R202,R,2,11,10,1070.3,5,60000,1,1029.6,3.953
grasp,R202,R,2,12,11,1088.1,5,60000,1,1029.6,5.682
grasp,R202,R,2,13,12,1078.9,5,60000,1,1029.6,4.788
grasp,R202,R,2,14,13,1073.1,5,60000,1,1029.6,4.225
grasp,R202,R,2,15,14,1073.7,5,60000,1,1029.6,4.283
grasp,R202,R,2,16,15,1064.4,5,60000,1,1029.6,3.380
grasp,R202,R,2,17,16,1065.0,5,60000,1,1029.6,3.438
grasp,R202,R,2,18,17,1075.6,5,60001,1,1029.6,4.468
grasp,R202,R,2,19,18,1070.9,5,60000,1,1029.6,4.011
grasp,R202,R,2,20,19,1068.5,5,60000,1,1029.6,3.778
grasp,R202,R,2,21,20,1072.2,5,60000,1,1029.6,4.138
grasp,R202,R,2,22,21,1076.1,5,60001,1,1029.6,4.516
grasp,R202,R,2,23,22,1069.5,5,60000,1,1029.6,3.875
grasp,R202,R,2,24,23,1069.5,5,60000,1,1029.6,3.875
grasp,R202,R,2,25,24,1070.0,5,60000,1,1029.6,3.924
grasp,R202,R,2,26,25,1062.0,5,60000,1,1029.6,3.147
grasp,R202,R,2,27,26,1073.0,5,60000,1,1029.6,4.215
grasp,R202,R,2,28,27,1071.3,5,60000,1,1029.6,4.050
grasp,R202,R,2,29,28,1062.4,5,60000,1,1029.6,3.186
grasp,R202,R,2,30,29,1079.0,5,60000,1,1029.6,4.798
i1,R202,R,2,1,0,1585.0,4,0,1,1029.6,53.943
rgrasp,R202,R,2,1,0,1082.5,5,60001,1,1029.6,5.138
rgrasp,R202,R,2,2,1,1067.4,5,60000,1,1029.6,3.671
rgrasp,R202,R,2,3,2,1069.4,5,60000,1,1029.6,3.866
rgrasp,R202,R,2,4,3,1062.0,5,60000,1,1029.6,3.147
rgrasp,R202,R,2,5,4,1073.0,5,60000,1,1029.6,4.215
rgrasp,R202,R,2,6,5,1057.6,5,60001,1,1029.6,2.720
rgrasp,R202,R,2,7,6,1084.8,5,60000,1,1029.6,5.361
rgrasp,R202,R,2,8,7,1059.4,5,60000,1,1029.6,2.894
rgrasp,R202,R,2,9,8,1085.8,5,60000,1,1029.6,5.458
rgrasp,R202,R,2,10,9,1073.3,5,60000,1,1029.6,4.244
rgrasp,R202,R,2,11,10,1081.6,5,60000,1,1029.6,5.051
rgrasp,R202,R,2,12,11,1087.9,5,60000,1,1029.6,5.662
rgrasp,R202,R,2,13,12,1081.8,5,60000,1,1029.6,5.070
rgrasp,R202,R,2,14,13,1085.1,5,60000,1,1029.6,5.390
rgrasp,R202,R,2,15,14,1070.3,5,60000,1,1029.6,3.953
rgrasp,R202,R,2,16,15,1078.9,5,60000,1,1029.6,4.788
rgrasp,R202,R,2,17,16,1065.2,5,60000,1,1029.6,3.458
rgrasp,R202,R,2,18,17,1062.5,5,60000,1,1029.6,3.195
rgrasp,R202,R,2,19,18,1068.6,5,60000,1,1029.6,3.788
rgrasp,R202,R,2,20,19,1066.0,5,60000,1,1029.6,3.535
rgrasp,R202,R,2,21,20,1064.3,5,60000,1,1029.6,3.370
rgrasp,R202,R,2,22,21,1079.1,5,60000,1,1029.6,4.808
rgrasp,R202,R,2,23,22,1071.5,5,60000,1,1029.6,4.070
rgrasp,R202,R,2,24,23,1074.9,5,60000,1,1029.6,4.400
rgrasp,R202,R,2,25,24,1085.2,5,60000,1,1029.6,5.400
rgrasp,R202,R,2,26,25,1075.7,5,60000,1,1029.6,4.477
rgrasp,R202,R,2,27,26,1074.8,5,60000,1,1029.6,4.390
rgrasp,R202,R,2,28,27,1075.9,5,60000,1,1029.6,4.497
rgrasp,R202,R,2,29,28,1080.9,5,60000,1,1029.6,4.983
rgrasp,R202,R,2,30,29,1076.8,5,60000,1,1029.6,4.584
tabu,R202,R,2,1,0,1088.4,4,60000,1,1029.6,5.711
vnd,R202,R,2,1,0,1160.7,4,47,1,1029.6,12.733
grasp,R204,R,2,1,0,762.3,4,60000,1,731.3,4.239
grasp,R204,R,2,2,1,760.4,3,60003,1,731.3,3.979
grasp,R204,R,2,3,2,751.4,3,60000,1,731.3,2.749
grasp,R204,R,2,4,3,755.4,3,60000,1,731.3,3.296
grasp,R204,R,2,5,4,761.4,3,60003,1,731.3,4.116
grasp,R204,R,2,6,5,757.8,3,60000,1,731.3,3.624
grasp,R204,R,2,7,6,757.9,3,60000,1,731.3,3.637
grasp,R204,R,2,8,7,760.2,3,60001,1,731.3,3.952
grasp,R204,R,2,9,8,757.2,3,60000,1,731.3,3.542
grasp,R204,R,2,10,9,762.9,3,60000,1,731.3,4.321
grasp,R204,R,2,11,10,761.3,3,60000,1,731.3,4.102
grasp,R204,R,2,12,11,756.5,3,60000,1,731.3,3.446
grasp,R204,R,2,13,12,754.0,3,60003,1,731.3,3.104
grasp,R204,R,2,14,13,760.3,3,60000,1,731.3,3.966
grasp,R204,R,2,15,14,750.8,3,60000,1,731.3,2.666
grasp,R204,R,2,16,15,766.0,3,60000,1,731.3,4.745
grasp,R204,R,2,17,16,764.6,3,60000,1,731.3,4.554
grasp,R204,R,2,18,17,759.0,3,60002,1,731.3,3.788
grasp,R204,R,2,19,18,757.3,4,60000,1,731.3,3.555
grasp,R204,R,2,20,19,753.8,3,60000,1,731.3,3.077
grasp,R204,R,2,21,20,758.8,3,60000,1,731.3,3.760
grasp,R204,R,2,22,21,764.0,3,60000,1,731.3,4.471
grasp,R204,R,2,23,22,758.7,3,60000,1,731.3,3.747
grasp,R204,R,2,24,23,764.4,3,60000,1,731.3,4.526
grasp,R204,R,2,25,24,758.6,3,60001,1,731.3,3.733
grasp,R204,R,2,26,25,757.7,3,60002,1,731.3,3.610
grasp,R204,R,2,27,26,751.1,3,60000,1,731.3,2.708
grasp,R204,R,2,28,27,760.5,3,60000,1,731.3,3.993
grasp,R204,R,2,29,28,760.3,3,60000,1,731.3,3.966
grasp,R204,R,2,30,29,752.9,3,60000,1,731.3,2.954
i1,R204,R,2,1,0,1155.2,4,0,1,731.3,57.965
rgrasp,R204,R,2,1,0,760.1,3,60000,1,731.3,3.938
rgrasp,R204,R,2,2,1,759.2,3,60001,1,731.3,3.815
rgrasp,R204,R,2,3,2,758.0,3,60000,1,731.3,3.651
rgrasp,R204,R,2,4,3,756.7,3,60000,1,731.3,3.473
rgrasp,R204,R,2,5,4,759.5,3,60000,1,731.3,3.856
rgrasp,R204,R,2,6,5,764.6,3,60001,1,731.3,4.554
rgrasp,R204,R,2,7,6,760.3,3,60000,1,731.3,3.966
rgrasp,R204,R,2,8,7,753.1,3,60000,1,731.3,2.981
rgrasp,R204,R,2,9,8,753.0,3,60000,1,731.3,2.967
rgrasp,R204,R,2,10,9,750.9,3,60000,1,731.3,2.680
rgrasp,R204,R,2,11,10,752.9,3,60000,1,731.3,2.954
rgrasp,R204,R,2,12,11,764.6,3,60000,1,731.3,4.554
rgrasp,R204,R,2,13,12,751.9,3,60000,1,731.3,2.817
rgrasp,R204,R,2,14,13,761.1,4,60000,1,731.3,4.075
rgrasp,R204,R,2,15,14,763.7,4,60000,1,731.3,4.430
rgrasp,R204,R,2,16,15,753.0,3,60002,1,731.3,2.967
rgrasp,R204,R,2,17,16,764.3,3,60000,1,731.3,4.513
rgrasp,R204,R,2,18,17,756.7,3,60000,1,731.3,3.473
rgrasp,R204,R,2,19,18,748.1,3,60002,1,731.3,2.297
rgrasp,R204,R,2,20,19,760.0,4,60001,1,731.3,3.925
rgrasp,R204,R,2,21,20,758.5,3,60000,1,731.3,3.719
rgrasp,R204,R,2,22,21,762.3,4,60002,1,731.3,4.239
rgrasp,R204,R,2,23,22,756.0,3,60003,1,731.3,3.378
rgrasp,R204,R,2,24,23,756.0,3,60000,1,731.3,3.378
rgrasp,R204,R,2,25,24,757.1,3,60000,1,731.3,3.528
rgrasp,R204,R,2,26,25,756.0,3,60000,1,731.3,3.378
rgrasp,R204,R,2,27,26,758.6,3,60000,1,731.3,3.733
rgrasp,R204,R,2,28,27,756.9,3,60000,1,731.3,3.501
rgrasp,R204,R,2,29,28,761.2,3,60000,1,731.3,4.089
rgrasp,R204,R,2,30,29,760.7,3,60000,1,731.3,4.020
tabu,R204,R,2,1,0,770.9,4,60007,1,731.3,5.415
vnd,R204,R,2,1,0,846.7,4,74,1,731.3,15.780
grasp,R207,R,2,1,0,829.7,3,60001,1,794.0,4.496
grasp,R207,R,2,2,1,832.7,3,60000,1,794.0,4.874
grasp,R207,R,2,3,2,832.7,3,60002,1,794.0,4.874
grasp,R207,R,2,4,3,820.6,3,60000,1,794.0,3.350
grasp,R207,R,2,5,4,848.2,3,60002,1,794.0,6.826
grasp,R207,R,2,6,5,848.0,3,60002,1,794.0,6.801
grasp,R207,R,2,7,6,810.4,3,60000,1,794.0,2.065
grasp,R207,R,2,8,7,858.0,3,60003,1,794.0,8.060
grasp,R207,R,2,9,8,830.3,3,60000,1,794.0,4.572
grasp,R207,R,2,10,9,850.6,3,60000,1,794.0,7.128
grasp,R207,R,2,11,10,835.0,3,60000,1,794.0,5.164
grasp,R207,R,2,12,11,843.7,3,60000,1,794.0,6.259
grasp,R207,R,2,13,12,842.3,3,60000,1,794.0,6.083
grasp,R207,R,2,14,13,832.1,3,60000,1,794.0,4.798
grasp,R207,R,2,15,14,830.2,3,60000,1,794.0,4.559
grasp,R207,R,2,16,15,833.6,3,60000,1,794.0,4.987
grasp,R207,R,2,17,16,847.2,3,60000,1,794.0,6.700
grasp,R207,R,2,18,17,852.0,3,60000,1,794.0,7.305
grasp,R207,R,2,19,18,829.7,3,60000,1,794.0,4.496
grasp,R207,R,2,20,19,845.1,3,60003,1,794.0,6.436
grasp,R207,R,2,21,20,850.4,3,60000,1,794.0,7.103
grasp,R207,R,2,22,21,846.1,3,60003,1,794.0,6.562
grasp,R207,R,2,23,22,842.4,3,60003,1,794.0,6.096
grasp,R207,R,2,24,23,827.8,3,60001,1,794.0,4.257
grasp,R207,R,2,25,24,831.0,3,60000,1,794.0,4.660
grasp,R207,R,2,26,25,847.1,3,60000,1,794.0,6.688
grasp,R207,R,2,27,26,834.7,3,60000,1,794.0,5.126
grasp,R207,R,2,28,27,829.7,3,60000,1,794.0,4.496
grasp,R207,R,2,29,28,846.3,3,60000,1,794.0,6.587
grasp,R207,R,2,30,29,833.6,3,60001,1,794.0,4.987
i1,R207,R,2,1,0,1169.9,3,0,1,794.0,47.343
rgrasp,R207,R,2,1,0,848.5,3,60000,1,794.0,6.864
rgrasp,R207,R,2,2,1,850.7,3,60000,1,794.0,7.141
rgrasp,R207,R,2,3,2,836.9,3,60000,1,794.0,5.403
rgrasp,R207,R,2,4,3,854.4,4,60001,1,794.0,7.607
rgrasp,R207,R,2,5,4,839.1,3,60000,1,794.0,5.680
rgrasp,R207,R,2,6,5,826.5,3,60000,1,794.0,4.093
rgrasp,R207,R,2,7,6,836.7,3,60000,1,794.0,5.378
